orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",,,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",4,3,5
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",2,3,2
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",6,4,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",5,5,8
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",4,5,3
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",5,8,4
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",5,3,3
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",5,5,3
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",6,4,6
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",8,1,7
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",2,8,9
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",2,1,2
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",,2,3
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",2,2,2
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",4,1,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",2,2,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",,,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",,1,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,PicT9BT2EVv,Alale Health Centre,Keipsl16367,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",,1,4
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",,,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,2,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",1,1,
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,4,2
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",2,2,2
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",,,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",3,3,5
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",1,1,
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",3,5,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",2,2,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",5,3,4
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",5,2,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",3,3,3
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",4,2,5
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",3,3,5
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",1,1,2
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",3,,
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",1,1,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",,,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",1,1,2
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Amakuriat Dispensary,f6pRoNrH31Q,Amakuriat Dispensary,Keipsl14198,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",1,1,1
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",1,2,2
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",1,1,1
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,3
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",3,3,3
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",3,4,3
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",6,6,7
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",10,11,13
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",1,1,1
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",20,17,25
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",3,2,4
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",16,18,21
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",2,4,5
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",29,30,33
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",11,13,11
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",21,21,24
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",9,12,11
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",24,22,26
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",10,12,13
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",7,7,6
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",4,4,4
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",11,15,19
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",11,11,14
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",14,15,16
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",6,6,8
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",6,6,6
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",5,4,4
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",4,7,9
Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,Chepareria Sub District Hospital,waCMEIRsFyZ,Chepareria Sub District Hospital,Keipsl14330,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",5,7,9
Kenya,West Pokot County,Pokot South Sub County,Lelan Ward,Kabichbich Health Centre,J7iTynirbOa,Kabichbich Health Centre,Keipsl14615,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",,1,
Kenya,West Pokot County,Pokot South Sub County,Lelan Ward,Kabichbich Health Centre,J7iTynirbOa,Kabichbich Health Centre,Keipsl14615,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",1,,
Kenya,West Pokot County,Pokot South Sub County,Lelan Ward,Kabichbich Health Centre,J7iTynirbOa,Kabichbich Health Centre,Keipsl14615,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,3
Kenya,West Pokot County,Pokot South Sub County,Lelan Ward,Kabichbich Health Centre,J7iTynirbOa,Kabichbich Health Centre,Keipsl14615,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",1,1,1
Kenya,West Pokot County,Pokot South Sub County,Lelan Ward,Kabichbich Health Centre,J7iTynirbOa,Kabichbich Health Centre,Keipsl14615,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",4,3,3
Kenya,West Pokot County,Pokot South Sub County,Lelan Ward,Kabichbich Health Centre,J7iTynirbOa,Kabichbich Health Centre,Keipsl14615,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,4,5
